"钟纪文',",国家海洋信息中心,天津市,"信息技术,信息安全",天津市河东区六纬路93号
"钟文军',",海洋石油工程股份有限公司,天津市,船舶工程,天津市滨海新区丹江路1078号
"周洪军',",国家海洋信息中心,天津市,海洋经济统计、核算、调查及标准研究,天津市河东区六纬路93号
"周美珍',",海洋石油工程股份有限公司,天津市,海油工程结构,天津市滨海新区丹江路1078号
"周延东',",海洋石油工程股份有限公司,天津市,船舶工程,天津市滨海新区丹江路1078号
"周燕遐',",国家海洋信息中心,天津市,海洋环境资料处理方法研究、业务化数据处理流程建设、数据质量控制方法研究、产品开发制作、相关标准与规范的制修定等,天津市河东区六纬路93号
"周怡圃',",国家海洋信息中心,天津市,海洋法、海洋政策、海洋战略,天津市河东区六纬路93号
"周智海',",国家海洋技术中心,天津市,海洋观测、监测 海洋可再生能源开发利用,天津市南开区芥园西道219号增1号
"朱建华',",国家海洋技术中心,天津市,海洋遥感,天津市南开区芥园西道219号增1号
"朱凌',",国家海洋信息中心,天津市,海洋经济,天津市河东区六纬路93号
"朱晓环',",海洋石油工程股份有限公司,天津市,船舶工程,天津市滨海新区丹江路1078号
"徐秉汉',",中国船舶重工集团公司第702研究所,暂无,舰艇结构,暂无
"陈景文',",大连理工大学,暂无,海洋科学,暂无
"丛丽娜',",大连工业大学,暂无,海洋生物,暂无
"崔励',",大连工业大学,暂无,应用化学专业领域精细化学品开发,暂无
"丁金华',",大连工业大学,暂无,机电一体化系统设计,暂无
"董晓丽',",大连工业大学,暂无,环境科学与工程,暂无
"董秀萍',",大连工业大学,暂无,环境科学与工程,暂无
"郭亚丽',",大连理工大学,暂无,海水淡化,暂无
"侯和胜',",辽宁师范大学,暂无,人文地理科研,暂无
"侯红漫',",大连工业大学,暂无,食品科学与工程,暂无
"侯林',",辽宁师范大学,暂无,海洋生物学,暂无
"黄俊彦',",大连工业大学,暂无,包装工程,暂无
"黄一',",大连理工大学,暂无,船舶与海洋工程,暂无
"黎胜',",大连理工大学,暂无,船舶与海洋工程,暂无
"李国强',",自然资源部海洋发展战略研究所,暂无,海洋管理,暂无
"李明颖',",大连工业大学,暂无,机电控制,暂无
"李宪臻',",大连工业大学,暂无,微生物资源与生物催化,暂无
"李新勇',",大连理工大学,暂无,环境催化与绿色化学,暂无
"林龙福',",总参谋部气象水文局,暂无,军事气象水文,暂无
"林焰',",大连理工大学,暂无,船舶与海洋结构物设计,暂无
"刘容子',",自然资源部海洋发展战略研究所,暂无,海洋经济与科技,暂无
"刘树雍',",中国船舶重工集团公司六九七一厂,暂无,水声工程,NULL
"刘晓华',",大连理工大学,暂无,海水淡化,暂无
"刘岩',",自然资源部海洋发展战略研究所,暂无,海洋政策,暂无
"刘玉君',",大连理工大学,暂无,船舶与海洋工程,暂无
"马坤',",大连理工大学,暂无,船舶与海洋结构物设计,暂无
"马学虎',",大连理工大学,暂无,海水淡化,暂无
"牟光庆',",大连工业大学,暂无,微生物资源及蛋白质资源利用,暂无
"年廷凯',",大连理工大学,暂无,地质灾害分析,暂无
"农绍庄',",大连工业大学,暂无,海珍品加工综合技术,暂无
"庞桂兵',",大连工业大学,暂无,海洋机械,暂无
"钱方',",大连工业大学,暂无,海洋生物技术及食品生物安全,暂无
"全燮',",大连理工大学,暂无,环境治理与修复,暂无
"任学慧',",辽宁师范大学,暂无,区域经济,暂无
"沈胜强',",大连理工大学,暂无,海水淡化,暂无
"宋向群',",大连理工大学,暂无,港口航道与海岸工程,暂无
"孙黎明',",大连工业大学,暂无,水产品加工及海洋天然产物活性研究,暂无
"孙玉梅',",大连工业大学,暂无,生物工程,暂无
"田晶',",大连工业大学,暂无,生物分析及生物活性物质研究,暂无
"王宝民',",大连理工大学,暂无,土木工程材料,暂无
"王宏伟',",辽宁师范大学,暂无,海藻多样性,暂无
"王际辉',",大连工业大学,暂无,食品安全,暂无
"王晓敏',",大连工业大学,暂无,包装工程,暂无
"薛文平',",大连工业大学,暂无,环境科学与工程专业,暂无
"薛永常',",大连工业大学,暂无,海洋放线菌筛选及其分子生物学功能分析,暂无
"阎丕涛',",大连工业大学,暂无,物联网,暂无
"杨继新',",大连工业大学,暂无,计算机辅助几何设计,暂无
"叶淑红',",大连工业大学,暂无,海洋资源的开发与利用及安全性研究,暂无
"于龙',",大连理工大学,暂无,海洋岩土工程,暂无
"岳前进',",大连理工大学,暂无,船舶与海洋工程,暂无
"翟钢军',",大连理工大学,暂无,海洋岩土工程,暂无
"张捍民',",大连理工大学,暂无,点面源水污染控制机资源化技术,暂无
"张恒庆',",辽宁师范大学,暂无,分子生态学,暂无
"张惠荣',",自然资源部海洋发展战略研究所,暂无,海洋管理,暂无
"张威',",辽宁师范大学,暂无,自然地理学,暂无
"张彧',",大连工业大学,暂无,食品科学与工程,暂无
"张宗申',",大连工业大学,暂无,海洋生物生长发育,暂无
"赵慧敏',",大连理工大学,暂无,环境污染物检测,暂无
"赵心清',",大连理工大学,暂无,环境污染物检测,暂无
"赵云鹏',",大连理工大学,暂无,渔业设施,暂无
"周大勇',",大连工业大学,暂无,海洋食物资源的研究与开发,暂无
"周集体',",大连理工大学,暂无,环境工程,暂无
"朱绍华',",海工安装公司,暂无,水产养殖,NULL
"宗智',",大连理工大学,暂无,船舶与海洋工程,暂无
"高从堦',",浙江工业大学,浙江省,海水淡化,山东省青岛市松岭路238号
"宫先仪',",中国船舶重工集团公司第七一五研究所,浙江省,海洋声信息处理,浙江省杭州市西湖区留下街道屏峰715号
"金翔龙',",自然资源部第二海洋研究所,浙江省,海底构造与海洋地球物理,浙江省杭州市西湖区保俶北路36号
"李家彪',",自然资源部第二海洋研究所,浙江省,海底地质科学与海底探测工程技术,浙江省杭州市西湖区保俶北路36号
"潘德炉',",自然资源部第二海洋研究所,浙江省,海洋遥感,浙江省杭州市西湖区保俶北路36号
"柴雪良',",浙江省海洋水产养殖研究所,浙江省,海洋生物,浙江省温州市河通桥6-1号
"陈国海',",中国水电工程顾问集团华东勘测设计研究院,浙江省,水工及海洋能开发设计,浙江省杭州市高教路201号
"陈欢林',",浙江大学,浙江省,化学工程,浙江省杭州市西湖区余杭塘路388号
"陈鹏',",自然资源部第二海洋研究所,浙江省,环境生物学与生态学效应,浙江省杭州市西湖区保俶北路36号
"陈荣华',",自然资源部第二海洋研究所,浙江省,海底构造与海洋地球物理,浙江省杭州市西湖区保俶北路36号
"陈少波',",浙江省海洋水产养殖研究所,浙江省,海洋生物,浙江省温州市河通桥6-1号
"陈小龙',",浙江工业大学,浙江省,海洋药物,浙江省杭州市潮王路18号
"陈一宁',",自然资源部第二海洋研究所,浙江省,海岸带沉积动力过程,浙江省杭州市西湖区保俶北路36号
"程军',",浙江大学,浙江省,能源环境工程,浙江省杭州市西湖区余杭塘路388号
"初凤友',",自然资源部第二海洋研究所,浙江省,海底构造与海洋地球物理,浙江省杭州市西湖区保俶北路36号
"储张杰',",浙江海洋大学,浙江省,水产养殖,浙江省舟山市定海区海院路18号
"邓尚贵',",浙江海洋大学,浙江省,食品加工与安全,浙江省舟山市定海区海院路18号
"丁国芳',",浙江海洋大学,浙江省,海洋功能食品,浙江省舟山市定海区海院路18号
"丁雪燕',",浙江省水产技术推广总站,浙江省,海洋防灾减速灾,浙江省杭州市余杭区荆长路181号
"董学伟',",浙江海洋大学,浙江省,发酵工程与环境技术,暂无
"董志勇',",浙江工业大学,浙江省,食品微生物,浙江省杭州市潮王路18号
"方军',",浙江省海洋水产养殖研究所,浙江省,海洋生物,浙江省温州市河通桥6-1号
"方银霞',",自然资源部第二海洋研究所,浙江省,构造地质与大陆架划界,浙江省杭州市西湖区保俶北路36号
"冯旭文',",自然资源部第二海洋研究所,浙江省,海洋化学,浙江省杭州市西湖区保俶北路36号
"冯志敏',",宁波大学,浙江省,科技管理与船舶自动化,浙江省宁波市江北区风华路818号
"高海春',",浙江大学,浙江省,生物化学与分子生物学,浙江省杭州市西湖区余杭塘路388号
"高金耀',",自然资源部第二海洋研究所,浙江省,海洋地球物理,浙江省杭州市西湖区保俶北路36号
"高生泉',",自然资源部第二海洋研究所,浙江省,海洋生物地球化学,浙江省杭州市西湖区保俶北路36号
"龚顺风',",浙江大学,浙江省,结构工程,浙江省杭州市西湖区余杭塘路388号
"顾临怡',",浙江大学,浙江省,液压,浙江省杭州市西湖区余杭塘路388号
"管卫兵',",自然资源部第二海洋研究所,浙江省,近海环境动力学,浙江省杭州市西湖区保俶北路36号
"郭远明',",浙江省海洋水产研究所,浙江省,海洋环境监测与预报,浙江省舟山市临城体育路28号
"韩兵男',",浙江大学,浙江省,海洋药物,浙江省杭州市西湖区余杭塘路388号
"韩军',",浙江大学,浙江省,海洋生产,浙江省杭州市西湖区余杭塘路388号
"韩喜彬',",自然资源部第二海洋研究所,浙江省,海底构造与海洋地球物理,浙江省杭州市西湖区保俶北路36号
"韩喜球',",自然资源部第二海洋研究所,浙江省,洋中脊热液系统与大陆边缘冷泉系统,浙江省杭州市西湖区保俶北路36号
"韩志强',",浙江海洋大学,浙江省,渔业资源生物学,浙江省舟山市定海区海院路18号
"何熊熊',",浙江工业大学,浙江省,食品微生物,浙江省杭州市潮王路18号
"贺治国',",浙江大学,浙江省,港口海岸及近海工程,浙江省杭州市西湖区余杭塘路388号
"胡海燕',",浙江海洋大学,浙江省,海洋能源,浙江省舟山市定海区海院路18号
"胡亚芹',",浙江大学,浙江省,水产品加工与贮藏工程,浙江省杭州市西湖区余杭塘路388号
"扈传昱',",自然资源部第二海洋研究所,浙江省,极地海洋生物地球化学研究,浙江省杭州市西湖区保俶北路36号
